STATION,NAME,LATITUDE,LONGITUDE,COUNTY,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93
USC00436995,"RUTLAND, VT US",43.6253,-72.9781,Rutland,189.0,1995,,,432.0,,432.0,0,129.0,0,76.0,0,95.0,,27.0,0,16.0,0,157.0,0,57.0,0,119.0,0,8.0,0,-16.0,"0,0207,",12.0,",0,1221,",6.0,",0,0204,",1.6,",0,0717,",96.0,"0,0714,",32.0,"0,0911",26.0,"0,0929",24.0,"0,1106",14.0,"0,1110",14.0,"0,1110",29.0,"0,0509",27.0,"0,0507",24.0,"0,0425",19.0,"0,0411",10.0,"0,0406",6831.0,,6831.0,0,33.09,",0",,,58.9,",0",46.1,0,57.2,0,35.1,0,,,,,,,,,,,,,,,,,,
USC00431360,"CHELSEA, VT US",43.98333,-72.45,Orange,243.8,1990,,,220.0,,220.0,0,143.0,0,96.0,0,125.0,,23.0,0,23.0,0,193.0,0,41.0,0,120.0,0,1.0,0,-14.0,"0,0222,+",21.0,",0,0220,",13.0,",0,0130,",2.38,",0,0807,",90.0,"0,0429,",32.0,"0,0909",26.0,"0,1017",22.0,"0,1021",18.0,"0,1027",16.0,"0,1113",32.0,"0,0606",28.0,"0,0512",18.0,"0,0420",18.0,"0,0420",9.0,"0,0330",9043.0,,9043.0,0,47.85,",0",,,83.4,",0",42.8,0,55.6,0,30.0,0,,,,,,,,,,,,,,,,,,
USC00431360,"CHELSEA, VT US",43.98333,-72.45,Orange,243.8,1991,,,156.0,,156.0,0,125.0,0,79.0,0,114.0,,22.0,0,41.0,0,198.0,0,55.0,0,127.0,0,4.0,0,-18.0,"0,0123,",16.0,",0,0201,+",8.0,",0,0112,",1.68,",0,0810,",94.0,"0,0721,",31.0,"0,0902",26.0,"0,0922",23.0,"0,0930",20.0,"0,1021",16.0,"0,1105",30.0,"0,0521",27.0,"0,0520",19.0,"0,0415",19.0,"0,0415",12.0,"0,0401",8169.0,,8169.0,0,36.99,",0",,,57.4,",0",42.1,0,55.4,0,28.7,0,,,,,,,,,,,,,,,,,,
USC00431360,"CHELSEA, VT US",43.98333,-72.45,Orange,243.8,1992,,,76.0,,76.0,0,131.0,0,73.0,0,121.0,,18.0,0,42.0,0,207.0,0,59.0,0,101.0,0,0.0,0,-19.0,"0,0213,",12.0,",0,0301,+",6.5,",0,0329,",1.67,",0,0911,",87.0,"0,0828,+",32.0,"0,0902",25.0,"0,0924",24.0,"0,0925",20.0,"0,1006",16.0,"0,1101",32.0,"0,0616",27.0,"0,0526",23.0,"0,0508",16.0,"0,0417",16.0,"0,0417",9159.0,,9159.0,0,33.56,",0",,,53.3,",0",39.6,0,52.5,0,26.7,0,,,,,,,,,,,,,,,,,,
USC00431360,"CHELSEA, VT US",43.98333,-72.45,Orange,243.8,1993,,,189.0,,189.0,0,135.0,0,79.0,0,108.0,,19.0,0,48.0,0,208.0,0,60.0,0,109.0,0,5.0,0,-32.0,"0,0207,",34.0,",0,0314,",18.0,",0,0314,",2.65,",0,0817,",91.0,"0,0708,+",24.0,"0,0920",24.0,"0,0920",24.0,"0,0920",17.0,"0,1011",14.0,"0,1014",32.0,"0,0606",28.0,"0,0515",22.0,"0,0429",19.0,"0,0408",15.0,"0,0406",9175.0,,9175.0,0,35.46,",0",,,85.7,",0",40.4,0,53.9,0,27.0,0,,,,,,,,,,,,,,,,,,
USC00431360,"CHELSEA, VT US",43.98333,-72.45,Orange,243.8,1994,,,235.0,,235.0,0,131.0,0,89.0,0,139.0,,27.0,0,54.0,0,207.0,0,66.0,0,105.0,0,5.0,0,-36.0,"0,0128,+",30.0,",0,0304,",17.5,",0,0304,",1.66,",0,0822,",95.0,"0,0619,",31.0,"0,0904",20.0,"0,1012",20.0,"0,1012",20.0,"0,1012",14.0,"0,1117",31.0,"0,0530",28.0,"0,0529",24.0,"0,0504",14.0,"0,0424",14.0,"0,0424",9438.0,,9438.0,0,38.15,",0",,,97.0,",0",40.1,0,53.6,0,26.6,0,,,,,,,,,,,,,,,,,,
USC00431360,"CHELSEA, VT US",43.98333,-72.45,Orange,243.8,1995,,,210.0,,210.0,0,127.0,0,80.0,0,97.0,,22.0,0,35.0,0,199.0,0,70.0,0,112.0,0,6.0,0,-25.0,"0,0208,",18.0,",0,1222,+",11.0,",0,0205,",2.16,",0,1022,",94.0,"0,0715,+",29.0,"0,0911",27.0,"0,0919",23.0,"0,0929",9.0,"0,1110",9.0,"0,1110",32.0,"0,0523",27.0,"0,0510",21.0,"0,0509",20.0,"0,0507",16.0,"0,0412",8518.0,,8518.0,0,35.74,",0",,,70.0,",0",41.2,0,54.3,0,28.1,0,,,,,,,,,,,,,,,,,,
USC00437646,"SOUTH NEWBURY, VT US",44.0503,-72.0753,Orange,143.3,1990,,,,,,,146.0,0,87.0,0,89.0,,25.0,0,,,,,,,,,,,,,13.0,",0,0205,",7.0,",0,0130,",2.68,",0,0807,",,,,,,,,,,,,,,,,,,,,,,,,,,,45.57,",0",,,53.9,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00437646,"SOUTH NEWBURY, VT US",44.0503,-72.0753,Orange,143.3,1991,,,,,,,118.0,0,70.0,0,93.0,,23.0,0,,,,,,,,,,,,,13.0,",0,0113,+",11.0,",0,0112,",2.38,",0,0820,",,,,,,,,,,,,,,,,,,,,,,,,,,,35.28,",0",,,52.4,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00437646,"SOUTH NEWBURY, VT US",44.0503,-72.0753,Orange,143.3,1992,,,,,,,127.0,0,72.0,0,82.0,,21.0,0,,,,,,,,,,,,,6.0,",0,0417,+",6.0,",0,0417,",1.86,",0,0923,",,,,,,,,,,,,,,,,,,,,,,,,,,,32.25,",0",,,34.8,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00437646,"SOUTH NEWBURY, VT US",44.0503,-72.0753,Orange,143.3,1993,,,,,,,150.0,0,78.0,0,94.0,,22.0,0,,,,,,,,,,,,,26.0,",0,0315,+",14.0,",0,0314,",1.69,",0,0821,",,,,,,,,,,,,,,,,,,,,,,,,,,,32.26,",0",,,67.0,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00437646,"SOUTH NEWBURY, VT US",44.0503,-72.0753,Orange,143.3,1994,,,,,,,132.0,0,81.0,0,115.0,,31.0,0,,,,,,,,,,,,,25.0,",0,0305,+",15.0,",0,0118,",1.7,",0,0407,",,,,,,,,,,,,,,,,,,,,,,,,,,,34.02,",0",,,83.8,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00437646,"SOUTH NEWBURY, VT US",44.0503,-72.0753,Orange,143.3,1995,,,,,,,143.0,0,74.0,0,100.0,,34.0,0,,,,,,,,,,,,,18.0,",0,1221,",10.0,",0,0205,",2.36,",0,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,34.73,",0",,,74.7,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00438815,"WATERBURY 2 SSE, VT US",44.31667,-72.75,Washington,231.6,1990,,,274.0,,274.0,0,169.0,0,112.0,0,123.0,,31.0,0,11.0,0,157.0,0,46.0,0,116.0,0,0.0,0,-7.0,"0,0226,+",17.0,",0,1114,+",11.4,",0,0320,",2.43,",0,1110,",89.0,"0,0428,",30.0,"0,1017",28.0,"0,1020",21.0,"0,1027",19.0,"0,1112",12.0,"0,1206",30.0,"0,0508",28.0,"0,0503",21.0,"0,0419",11.0,"0,0329",11.0,"0,0329",8160.0,,8160.0,0,52.99,",0",,,138.5,",0",45.2,0,55.2,0,35.1,0,,,,,,,,,,,,,,,,,,
USC00438815,"WATERBURY 2 SSE, VT US",44.31667,-72.75,Washington,231.6,1991,,,244.0,,244.0,0,149.0,0,83.0,0,118.0,,24.0,0,24.0,0,161.0,0,60.0,0,122.0,0,4.0,0,-14.0,"0,0122,",15.0,",0,0214,+",7.6,",0,0112,",1.72,",0,0919,",92.0,"0,0720,+",31.0,"0,0922",27.0,"0,0930",24.0,"0,1021",20.0,"0,1105",11.0,"0,1109",32.0,"0,0520",28.0,"0,0519",23.0,"0,0414",14.0,"0,0331",14.0,"0,0331",7530.0,,7530.0,0,38.18,",0",,,81.4,",0",44.4,0,55.0,0,33.8,0,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,1990,,,373.0,,373.0,0,131.0,0,84.0,0,65.0,,12.0,0,9.0,0,141.0,0,31.0,0,113.0,0,4.0,0,-9.0,"0,0218,",11.0,",0,0130,",7.1,",0,0215,+",1.25,",0,0723,",93.0,"0,0803,",31.0,"0,0909",28.0,"0,1020",24.0,"0,1109",18.0,"0,1113",14.0,"0,1211",30.0,"0,0422",27.0,"0,0418",24.0,"0,0412",15.0,"0,0329",15.0,"0,0329",7457.0,,7457.0,0,37.18,",0",,,50.7,",0",46.8,0,56.6,0,36.9,0,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,1991,,,584.0,,584.0,0,119.0,0,66.0,0,66.0,,10.0,0,12.0,0,139.0,0,47.0,0,124.0,0,13.0,0,-9.0,"0,0125,",11.0,",0,0113,+",7.1,",0,0112,",1.85,",0,0919,",95.0,"0,0719,",32.0,"0,0930",28.0,"0,1029",20.0,"0,1108",20.0,"0,1108",16.0,"0,1203",27.0,"0,0414",27.0,"0,0414",24.0,"0,0412",20.0,"0,0403",16.0,"0,0331",6840.0,,6840.0,0,30.96,",0",,,34.7,",0",47.4,0,56.9,0,37.8,0,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,1992,,,355.0,,355.0,0,120.0,0,63.0,0,78.0,,10.0,0,24.0,0,143.0,0,56.0,0,113.0,0,2.0,0,-13.0,"0,0212,+",12.0,",0,0215,",7.1,",0,0215,",1.32,",0,1024,",90.0,"0,0522,+",31.0,"0,1031",25.0,"0,1101",22.0,"0,1102",19.0,"0,1110",16.0,"0,1205",32.0,"0,0506",21.0,"0,0416",21.0,"0,0416",20.0,"0,0414",16.0,"0,0325",7666.0,,7666.0,0,28.99,",0",,,30.4,",0",44.7,0,53.7,0,35.6,0,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,1993,,,530.0,,530.0,0,127.0,0,76.0,0,104.0,,17.0,0,31.0,0,152.0,0,66.0,0,107.0,0,10.0,0,-27.0,"0,0207,",21.0,",0,0222,",9.8,",0,0113,",1.54,",0,0729,",93.0,"0,0826,+",32.0,"0,1001",26.0,"0,1011",23.0,"0,1107",15.0,"0,1124",15.0,"0,1124",28.0,"0,0428",28.0,"0,0428",22.0,"0,0406",13.0,"0,0323",13.0,"0,0323",7777.0,,7777.0,0,32.52,",0",,,70.7,",0",44.6,0,53.9,0,35.3,0,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,1994,,,463.0,,463.0,0,107.0,0,71.0,0,99.0,,15.0,0,34.0,0,134.0,0,64.0,0,111.0,0,5.0,0,-31.0,"0,0127,",14.0,",0,0109,+",8.9,",0,0224,",1.52,",0,0627,",96.0,"0,0617,",31.0,"0,1015",26.0,"0,1117",19.0,"0,1123",19.0,"0,1123",16.0,"0,1127",32.0,"0,0428",28.0,"0,0423",17.0,"0,0408",17.0,"0,0408",11.0,"0,0317",8086.0,,8086.0,0,30.06,",0",,,62.3,",0",44.7,0,53.5,0,35.9,0,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,1995,,,623.0,,623.0,0,116.0,0,68.0,0,87.0,,17.0,0,12.0,0,147.0,0,72.0,0,117.0,0,9.0,0,-16.0,"0,0206,",14.0,",0,1231,+",13.0,",0,0204,",2.94,",0,0804,",98.0,"0,0714,",31.0,"0,1030",28.0,"0,1105",17.0,"0,1109",17.0,"0,1109",14.0,"0,1125",31.0,"0,0507",23.0,"0,0411",23.0,"0,0411",14.0,"0,0406",14.0,"0,0406",6942.0,,6942.0,0,34.87,",0",,,55.3,",0",46.1,0,54.9,0,37.4,0,,,,,,,,,,,,,,,,,,
USC00276234,"NORTH STRATFORD, NH US",44.68199,-71.58575,Coos,289.6,1991,,,,,,,,,,,,,26.0,0,,,,,,,,,,,,,,,6.0,",0,0131,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00276234,"NORTH STRATFORD, NH US",44.68199,-71.58575,Coos,289.6,1992,,,105.0,,105.0,0,180.0,0,71.0,0,123.0,,21.0,0,59.0,0,203.0,0,82.0,0,98.0,0,0.0,0,-26.0,"0,0214,+",22.0,",0,0303,+",8.0,",0,0329,",1.48,",0,1010,",88.0,"0,0523,",27.0,"0,0924",27.0,"0,0924",24.0,"0,1002",20.0,"0,1018",12.0,"0,1102",32.0,"0,0616",27.0,"0,0525",22.0,"0,0507",15.0,"0,0417",15.0,"0,0417",,,,,32.38,",0",,,60.9,",0",38.6,0,50.6,0,26.7,0,,,,,,,,,,,,,,,,,,
USC00276234,"NORTH STRATFORD, NH US",44.68199,-71.58575,Coos,289.6,1993,,,,,,,192.0,0,94.0,0,113.0,,32.0,0,,,,,75.0,0,105.0,0,2.0,0,,,43.0,",0,0315,+",20.0,",0,0314,",1.1,",0,0314,",91.0,"0,0707,",,,,,,,,,,,,,,,,,,,,,9455.0,,9455.0,0,35.8,",0",,,107.1,",0",,,52.1,0,,,,,,,,,,,,,,,,,,,,
USC00276234,"NORTH STRATFORD, NH US",44.68199,-71.58575,Coos,289.6,1995,,,249.0,,249.0,0,174.0,0,81.0,0,114.0,,36.0,0,42.0,0,195.0,0,79.0,0,99.0,0,8.0,0,-26.0,"0,0111,",31.0,",0,1231,",8.0,",0,0205,",2.42,",0,0806,",95.0,"0,0621,+",29.0,"0,0911",27.0,"0,0929",24.0,"0,1105",4.0,"0,1110",4.0,"0,1110",32.0,"0,0517",28.0,"0,0509",20.0,"0,0425",20.0,"0,0425",15.0,"0,0411",,,,,36.47,",0",,,89.1,",0",40.5,0,52.6,0,28.3,0,,,,,,,,,,,,,,,,,,
USC00439190,"WEST DOVER, VT US",42.93333,-72.85,Windham,527.3,1990,,,,,,,147.0,0,99.0,0,98.0,,26.0,0,,,,,,,,,,,,,22.0,",0,0205,",12.0,",0,0130,",4.42,",0,0807,",,,,,,,,,,,,,,,,,,,,,,,,,,,62.94,",0",,,78.9,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00439190,"WEST DOVER, VT US",42.93333,-72.85,Windham,527.3,1991,,,,,,,145.0,0,90.0,0,104.0,,27.0,0,,,,,,,,,,,,,11.0,",0,0128,+",8.0,",0,1218,+",2.36,",0,0422,",,,,,,,,,,,,,,,,,,,,,,,,,,,52.42,",0",,,73.0,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00439190,"WEST DOVER, VT US",42.93333,-72.85,Windham,527.3,1992,,,,,,,137.0,0,91.0,0,90.0,,28.0,0,,,,,,,,,,,,,14.0,",0,1213,",7.0,",0,1212,",2.03,",0,0923,",,,,,,,,,,,,,,,,,,,,,,,,,,,44.73,",0",,,64.3,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00439190,"WEST DOVER, VT US",42.93333,-72.85,Windham,527.3,1994,,,,,,,,,,,125.0,,39.0,0,,,,,,,,,,,,,42.0,",0,0304,",13.0,",0,0118,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4,",0",,,,,,,,,,,,,,,,,,,,,,,,
USC00439190,"WEST DOVER, VT US",42.93333,-72.85,Windham,527.3,1995,,,,,,,132.0,0,83.0,0,,,29.0,0,,,,,,,,,,,,,,,15.0,",0,0205,",2.81,",0,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,47.08,",0",,,96.0,",0",,,,,,,,,,,,,,,,,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,1990,10.1,X,472.0,,472.0,0,168.0,0,87.0,0,61.0,,17.0,0,3.0,0,145.0,0,36.0,0,122.0,0,4.0,0,-6.0,"0,0218,",9.0,",0,0216,+",10.2,",0,0215,",2.46,",0,1110,",91.0,"0,0718,",31.0,"0,1020",23.0,"0,1027",23.0,"0,1027",20.0,"0,1113",14.0,"0,1211",32.0,"0,0512",27.0,"0,0419",23.0,"0,0418",14.0,"0,0329",14.0,"0,0329",7559.0,,7559.0,0,42.21,",0",,,68.2,",0",47.5,0,56.9,0,38.2,0,137529.0,",X",170.0,X,180.0,X,38.9,X,54.1,X,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,1991,10.1,X,517.0,,517.0,0,149.0,0,77.0,0,68.0,,14.0,0,12.0,0,141.0,0,48.0,0,133.0,0,10.0,0,-9.0,"0,0125,+",11.0,",0,0114,+",5.5,",0,0112,",1.62,",0,1006,",96.0,"0,0720,",29.0,"0,0930",27.0,"0,1014",24.0,"0,1029",19.0,"0,1108",16.0,"0,1109",32.0,"0,0419",26.0,"0,0414",16.0,"0,0331",16.0,"0,0331",16.0,"0,0331",6781.0,,6781.0,0,32.54,",0",,,42.3,",0",47.0,0,56.9,0,37.1,0,148545.0,",X",90.0,X,180.0,X,33.1,X,59.7,X,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,1992,9.8,X,349.0,,349.0,0,161.0,0,64.0,0,88.0,,23.0,0,22.0,0,158.0,0,51.0,0,110.0,0,5.0,0,-17.0,"0,0210,",10.0,",0,0217,+",5.1,",0,0208,",2.36,",0,0922,",91.0,"0,0523,",31.0,"0,0924",28.0,"0,1006",22.0,"0,1101",20.0,"0,1102",16.0,"0,1110",30.0,"0,0525",26.0,"0,0427",22.0,"0,0416",20.0,"0,0415",15.0,"0,0325",7841.0,,7841.0,0,30.91,",0",,,67.9,",0",44.3,0,53.9,0,34.6,0,139440.0,",X",160.0,X,180.0,X,34.9,X,49.4,X,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,1993,8.9,X,529.0,,529.0,0,155.0,0,78.0,0,100.0,,31.0,0,33.0,0,153.0,0,66.0,0,110.0,0,7.0,0,-27.0,"0,0207,",31.0,",0,0314,",15.5,",0,0313,",1.42,",0,0824,",94.0,"0,0707,+",31.0,"0,0920",28.0,"0,1001",24.0,"0,1011",20.0,"0,1113",11.0,"0,1124",32.0,"0,0514",28.0,"0,0428",22.0,"0,0405",13.0,"0,0323",13.0,"0,0323",7861.0,,7861.0,0,32.93,",0",,,129.8,",0",44.6,0,54.4,0,34.8,0,136214.0,",X",290.0,X,270.0,X,34.9,X,50.6,X,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,1994,9.6,X,582.0,,582.0,0,153.0,0,82.0,0,104.0,,22.0,0,35.0,0,148.0,0,60.0,0,116.0,0,8.0,0,-29.0,"0,0127,",23.0,",0,0304,",15.7,",0,0303,",1.38,",0,0821,",97.0,"0,0618,",30.0,"0,1011",28.0,"0,1012",24.0,"0,1112",20.0,"0,1123",9.0,"0,1126",29.0,"0,0503",24.0,"0,0423",24.0,"0,0423",12.0,"0,0408",12.0,"0,0408",8184.0,,8184.0,0,34.9,",0",,,98.6,",0",45.0,0,54.8,0,35.2,0,144753.0,",X",300.0,X,180.0,X,36.9,X,44.7,X,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,1995,9.6,X,669.0,,669.0,0,154.0,0,75.0,0,96.0,,30.0,0,15.0,0,147.0,0,69.0,0,122.0,0,18.0,0,-13.0,"0,0206,",19.0,",0,1222,+",16.8,",0,0204,",1.74,",0,0804,",100.0,"0,0714,+",31.0,"0,0929",16.0,"0,1109",16.0,"0,1109",16.0,"0,1109",16.0,"0,1109",31.0,"0,0507",28.0,"0,0425",22.0,"0,0411",19.0,"0,0408",15.0,"0,0406",6975.0,,6975.0,0,32.23,",0",,,102.7,",0",46.8,0,56.4,0,37.2,0,143282.0,",X",180.0,X,180.0,X,34.9,X,54.1,X,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,1990,,,308.0,,308.0,0,161.0,0,82.0,0,104.0,,24.0,0,11.0,0,160.0,0,47.0,0,114.0,0,1.0,0,-9.0,"0,0226,+",17.0,",0,0321,",14.9,",0,0320,",2.34,",0,0623,",90.0,"0,0428,",31.0,"0,1017",27.0,"0,1020",24.0,"0,1027",20.0,"0,1109",16.0,"0,1112",28.0,"0,0523",28.0,"0,0523",23.0,"0,0418",19.0,"0,0330",10.0,"0,0329",8357.0,,8357.0,0,47.39,",0",,,119.1,",0",45.1,0,55.2,0,35.1,0,,,,,,,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,1991,,,267.0,,267.0,0,147.0,0,80.0,0,89.0,,20.0,0,25.0,0,163.0,0,62.0,0,125.0,0,3.0,0,-14.0,"0,0123,",12.0,",0,0202,+",6.1,",0,0112,",1.7,",0,1006,",92.0,"0,0720,+",30.0,"0,0922",26.0,"0,0930",24.0,"0,1021",20.0,"0,1106",13.0,"0,1109",29.0,"0,0519",23.0,"0,0414",23.0,"0,0414",15.0,"0,0331",15.0,"0,0331",7487.0,,7487.0,0,33.54,",0",,,60.6,",0",44.4,0,54.8,0,34.1,0,,,,,,,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,1992,,,153.0,,153.0,0,148.0,0,73.0,0,110.0,,13.0,0,23.0,0,177.0,0,71.0,0,94.0,0,0.0,0,-14.0,"0,0213,",11.0,",0,0216,",5.0,",0,0215,",1.44,",0,0731,",87.0,"0,0827,+",32.0,"0,0923",27.0,"0,0924",22.0,"0,1101",18.0,"0,1102",16.0,"0,1107",29.0,"0,0525",27.0,"0,0507",18.0,"0,0416",18.0,"0,0416",11.0,"0,0414",8501.0,,8501.0,0,31.7,",0",,,52.1,",0",41.6,0,51.4,0,31.9,0,,,,,,,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,1993,,,286.0,,286.0,0,168.0,0,84.0,0,122.0,,35.0,0,33.0,0,172.0,0,68.0,0,99.0,0,3.0,0,-28.0,"0,0207,",37.0,",0,0314,",17.8,",0,0313,",1.99,",0,0124,",92.0,"0,0708,",30.0,"0,0920",24.0,"0,1001",24.0,"0,1001",20.0,"0,1014",10.0,"0,1124",28.0,"0,0514",28.0,"0,0514",23.0,"0,0406",20.0,"0,0405",11.0,"0,0323",8297.0,,8297.0,0,33.98,",0",,,133.8,",0",42.4,0,52.8,0,32.1,0,,,,,,,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,1994,,,355.0,,355.0,0,156.0,0,76.0,0,128.0,,34.0,0,37.0,0,160.0,0,71.0,0,103.0,0,9.0,0,-30.0,"0,0127,",23.0,",0,0110,",12.2,",0,0303,",1.36,",0,0818,",94.0,"0,0617,+",28.0,"0,1011",28.0,"0,1011",24.0,"0,1116",18.0,"0,1117",15.0,"0,1123",32.0,"0,0504",24.0,"0,0423",24.0,"0,0423",14.0,"0,0402",14.0,"0,0402",8791.0,,8791.0,0,31.17,",0",,,111.8,",0",42.8,0,52.9,0,32.8,0,,,,,,,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,1995,,,300.0,,300.0,0,163.0,0,83.0,0,105.0,,36.0,0,21.0,0,159.0,0,75.0,0,106.0,0,6.0,0,-17.0,"0,0206,",19.0,",0,1227,",10.1,",0,0204,",2.12,",0,1021,",95.0,"0,0619,",32.0,"0,0916",28.0,"0,1030",11.0,"0,1109",11.0,"0,1109",11.0,"0,1109",30.0,"0,0507",27.0,"0,0425",21.0,"0,0417",19.0,"0,0411",16.0,"0,0408",7649.0,,7649.0,0,38.01,",0",,,107.0,",0",42.9,0,52.6,0,33.1,0,,,,,,,,,,,,,,,,,,
USC00432769,"ENOSBURG FALLS, VT US",44.9094,-72.8082,Franklin,128.0,1990,,,373.0,,373.0,0,137.0,0,101.0,0,,,22.0,0,15.0,0,157.0,0,36.0,0,127.0,0,0.0,0,-14.0,"0,0205,",,,8.0,",0,1224,",1.57,",0,0705,",89.0,"0,0730,+",32.0,"0,1003",27.0,"0,1020",18.0,"0,1027",18.0,"0,1027",14.0,"0,1113",32.0,"0,0524",28.0,"0,0504",18.0,"0,0413",18.0,"0,0413",10.0,"0,0329",7931.0,,7931.0,0,45.31,",0",,,70.1,",0",46.7,0,57.9,0,35.5,0,,,,,,,,,,,,,,,,,,
USC00432769,"ENOSBURG FALLS, VT US",44.9094,-72.8082,Franklin,128.0,1991,,,401.0,,401.0,0,132.0,0,89.0,0,,,28.0,0,25.0,0,166.0,0,50.0,0,141.0,0,8.0,0,-23.0,"0,0122,",,,8.0,",0,0131,+",2.15,",0,0919,",93.0,"0,0719,",30.0,"0,0922",25.0,"0,0930",22.0,"0,1029",19.0,"0,1030",10.0,"0,1109",32.0,"0,0520",27.0,"0,0519",21.0,"0,0414",13.0,"0,0331",13.0,"0,0331",7133.0,,7133.0,0,36.86,",0",,,67.0,",0",45.6,0,57.6,0,33.6,0,,,,,,,,,,,,,,,,,,
